id,id_str,screen_name,location,description,url,followers_count,friends_count,listedcount,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
2208109128,2208109128,BestOfTheBots,,"#bot. Retweets once every hour. @PistachioRoux and @Jonbro. Thanks to all the botmakers, bots, and @botALLY!",,400,287,55,Fri Nov 22 01:30:05 +0000 2013,1,FALSE,27635,en,"{u'contributors': None, u'truncated': False, u'text': u'RT @Every3Minutes: #OnThisDay in #history,  a slaver just traded a slave. https://t.co/xUKcMJmMjO', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841016317280944128, u'favorite_count': 0, u'source': u'<a href=""http://www.morgancahn.com/"" rel=""nofollow"">Best Of The Bots</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 2899773086, u'indices': [3, 17], u'id_str': u'2899773086', u'screen_name': u'Every3Minutes', u'name': u'Every Three Minutes'}], u'hashtags': [{u'indices': [19, 29], u'text': u'OnThisDay'}, {u'indices': [33, 41], u'text': u'history'}], u'urls': [{u'url': u'https://t.co/xUKcMJmMjO', u'indices': [74, 97], u'expanded_url': u'http://wcmcdaniel.web.rice.edu/slave-sales-on-twitter.html', u'display_url': u'wcmcdaniel.web.rice.edu/slave-sales-on\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 3, u'id_str': u'841016317280944128', u'favorited': False, u'retweeted_status': {u'contributors': None, u'truncated': False, u'text': u'#OnThisDay in #history,  a slaver just traded a slave. https://t.co/xUKcMJmMjO', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841012174172614657, u'favorite_count': 1, u'source': u'<a href=""http://wcm1.web.rice.edu"" rel=""nofollow"">E3MBot</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [0, 10], u'text': u'OnThisDay'}, {u'indices': [14, 22], u'text': u'history'}], u'urls': [{u'url': u'https://t.co/xUKcMJmMjO', u'indices': [55, 78], u'expanded_url': u'http://wcmcdaniel.web.rice.edu/slave-sales-on-twitter.html', u'display_url': u'wcmcdaniel.web.rice.edu/slave-sales-on\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 3, u'id_str': u'841012174172614657', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sun Mar 12 19:45:02 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sun Mar 12 20:01:30 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",FALSE,FALSE,FALSE,BestOf TheBots,1
7.02E+17,7.02E+17,unchartedatlas,,An atlas of unknown lands | bot by @mewo2,https://t.co/ZHGZGhIApY,9212,2,235,Tue Feb 23 19:18:03 +0000 2016,0,FALSE,8996,en,"{u'contributors': None, u'truncated': False, u'text': u'Shores of Nunpa Uk https://t.co/I02tTVLRzV', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841012564771377152, u'favorite_count': 2, u'source': u'<a href=""http://www.martinoleary.com/"" rel=""nofollow"">Martin\'s Bot App</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/unchartedatlas/status/841012564771377152/photo/1', u'display_url': u'pic.twitter.com/I02tTVLRzV', u'url': u'https://t.co/I02tTVLRzV', u'media_url_https': u'https://pbs.twimg.com/media/C6vgeDgWsAAgemq.jpg', u'id_str': u'841012562376437760', u'sizes': {u'large': {u'h': 600, u'resize': u'fit', u'w': 600}, u'small': {u'h': 600, u'resize': u'fit', u'w': 600}, u'medium': {u'h': 600, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [19, 42], u'type': u'photo', u'id': 841012562376437760, u'media_url': u'http://pbs.twimg.com/media/C6vgeDgWsAAgemq.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841012564771377152', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Sun Mar 12 19:46:35 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/unchartedatlas/status/841012564771377152/photo/1', u'display_url': u'pic.twitter.com/I02tTVLRzV', u'url': u'https://t.co/I02tTVLRzV', u'media_url_https': u'https://pbs.twimg.com/media/C6vgeDgWsAAgemq.jpg', u'id_str': u'841012562376437760', u'sizes': {u'large': {u'h': 600, u'resize': u'fit', u'w': 600}, u'small': {u'h': 600, u'resize': u'fit', u'w': 600}, u'medium': {u'h': 600, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [19, 42], u'type': u'photo', u'id': 841012562376437760, u'media_url': u'http://pbs.twimg.com/media/C6vgeDgWsAAgemq.jpg'}]}}",TRUE,FALSE,FALSE,Uncharted Atlas,1
8.04E+17,8.04E+17,zoegoko25,"Rutland city, IA, USA","Founder/CEO Of Diamond Cutters International, Author,Inventor,Executive Coach, Motivational Speaker, Grateful",,1,336,0,11/30/2016 14:56,35,FALSE,33,en,null,TRUE,FALSE,FALSE,zoegoko25,1
4478644044,4478644044,ReadLaterBot,"San Francisco, CA",A helpful DM bot for saving tweets to read later. Follow me to get started. Made by @jazzychad,https://t.co/lBFSjlztwS,169,18,3,Sun Dec 06 20:39:28 +0000 2015,3,FALSE,4,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 1, 'possibly_sensitive': False, 'retweet_count': 1, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [{'display_url': 'medium.com/@jazzychad/int_—_', 'expanded_url': 'https://medium.com/@jazzychad/introducing-readlaterbot-4cfa54bf6d7#.nio11sdm9', 'indices': [25, 48], 'url': 'https://t.co/K44NM9cp0V'}], 'user_mentions': [], 'hashtags': [], 'symbols': []}, 'geo': None, 'id_str': '674275643601715200', 'in_reply_to_screen_name': None, 'text': 'Read more about me here: https://t.co/K44NM9cp0V', 'in_reply_to_user_id_str': None, 'source': '<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Tue Dec 08 17:13:35 +0000 2015', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 674275643601715200, 'favorited': False, 'coordinates': None}",TRUE,FALSE,FALSE,Read Later Bot,1
2525186874,2525186874,SketchCharacter,"Toronto, ON",Filling in some gaps in our punctuation. A bot by @mattlaschneider.,,86,0,25,Mon May 26 14:52:01 +0000 2014,0,FALSE,22951,en,"{u'contributors': None, u'truncated': False, u'text': u""This punctuation mark would finally make it clear when we're using asyndeton! https://t.co/0bRmuCc7xs"", u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 803671167932301313, u'favorite_count': 0, u'source': u'<a href=""http://www.example.com"" rel=""nofollow"">Sketchy Characters</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/SketchCharacter/status/803671167932301313/photo/1', u'display_url': u'pic.twitter.com/0bRmuCc7xs', u'url': u'https://t.co/0bRmuCc7xs', u'media_url_https': u'https://pbs.twimg.com/media/Cyc2qu5UsAA6pti.jpg', u'id_str': u'803671166279790592', u'sizes': {u'small': {u'h': 220, u'resize': u'fit', u'w': 440}, u'large': {u'h': 220, u'resize': u'fit', u'w': 440}, u'medium': {u'h': 220, u'resize': u'fit', u'w': 440}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [78, 101], u'type': u'photo', u'id': 803671166279790592, u'media_url': u'http://pbs.twimg.com/media/Cyc2qu5UsAA6pti.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'803671167932301313', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Tue Nov 29 18:45:12 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/SketchCharacter/status/803671167932301313/photo/1', u'display_url': u'pic.twitter.com/0bRmuCc7xs', u'url': u'https://t.co/0bRmuCc7xs', u'media_url_https': u'https://pbs.twimg.com/media/Cyc2qu5UsAA6pti.jpg', u'id_str': u'803671166279790592', u'sizes': {u'small': {u'h': 220, u'resize': u'fit', u'w': 440}, u'large': {u'h': 220, u'resize': u'fit', u'w': 440}, u'medium': {u'h': 220, u'resize': u'fit', u'w': 440}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [78, 101], u'type': u'photo', u'id': 803671166279790592, u'media_url': u'http://pbs.twimg.com/media/Cyc2qu5UsAA6pti.jpg'}]}}",TRUE,FALSE,FALSE,Sketchy Characters,1
17691236,17691236,binsumi,London,#fintech #crypto #venturecap #investor interested in new tech start ups.,,4159,5001,120,11/27/2008 22:12,15,FALSE,51,en,"Status(contributors=None, truncated=False, text=u'@EllaVibing looks like we could learn a thing or two from you. How do you make money?', is_quote_status=False, in_reply_to_status_id=826863063483707393, id=840032431558275072, favorite_count=0, _api=<tweepy.api.API object at 0x10cba3290>, source=u'Twitter for Android', _json={u'contributors': None, u'truncated': False, u'text': u'@EllaVibing looks like we could learn a thing or two from you. How do you make money?', u'is_quote_status': False, u'in_reply_to_status_id': 826863063483707393, u'id': 840032431558275072, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 812153786487672833, u'indices': [0, 11], u'id_str': u'812153786487672833', u'screen_name': u'EllaVibing', u'name': u'Ella'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': u'EllaVibing', u'in_reply_to_user_id': 812153786487672833, u'retweet_count': 0, u'id_str': u'840032431558275072', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'812153786487672833', u'lang': u'en', u'created_at': u'Fri Mar 10 02:51:53 +0000 2017', u'in_reply_to_status_id_str': u'826863063483707393', u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [{u'id': 812153786487672833, u'indices': [0, 11], u'id_str': u'812153786487672833', u'screen_name': u'EllaVibing', u'name': u'Ella'}], u'hashtags': [], u'urls': []}, in_reply_to_screen_name=u'EllaVibing', id_str=u'840032431558275072', retweet_count=0, in_reply_to_user_id=812153786487672833, favorited=False, source_url=u'http://twitter.com/download/android', geo=None, in_reply_to_user_id_str=u'812153786487672833', lang=u'en', created_at=datetime.datetime(2017, 3, 10, 2, 51, 53), in_reply_to_status_id_str=u'826863063483707393', place=None, retweeted=False)",TRUE,FALSE,FALSE,binsumi,1
2915177765,2915177765,Every_User_,The Database,We Are Database. Listing every single twitter user in the order of their twitter ID. Created by User 143813860 | @M_PF,http://t.co/Mn1TAZRm6S,316,1981,28,Thu Dec 11 08:25:28 +0000 2014,2631,FALSE,42565,en,"{u'contributors': None, u'truncated': False, u'text': u'User 825631 | @justinhaugh | Created Fri Mar 09 06:29:25 2007', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 581593111459151872, u'favorite_count': 3, u'source': u'<a href=""http://www.plummerfernandez.com"" rel=""nofollow"">every_user_</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 825631, u'indices': [14, 26], u'id_str': u'825631', u'screen_name': u'justinhaugh', u'name': u'Justin Haugh'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'581593111459151872', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Fri Mar 27 23:06:17 +0000 2015', u'in_reply_to_status_id_str': None, u'place': None}",FALSE,FALSE,FALSE,Every User,1
2594227668,2594227668,DefiniteJoke,,"Random word definitions in joke format. You might laugh, or possibly learn something new! A @h0ke production.",http://t.co/eZZHsLvJUz,70,0,20,Sun Jun 29 05:09:54 +0000 2014,1,FALSE,16312,en,"{u'contributors': None, u'truncated': False, u'text': u'Q: What do you call a unit of play in tennis or squash?\n\n\u0287\u0259p :\u15c4', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 789530592505241600, u'favorite_count': 0, u'source': u'<a href=""http://h0ke.com"" rel=""nofollow"">Definite Joke</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'789530592505241600', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Fri Oct 21 18:15:36 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None}",FALSE,FALSE,FALSE,What do you call...,1
3056108908,3056108908,knock2bot,,Another shameful bot by @alicemazzy. Tweets hourly.,,66,2,20,Mon Feb 23 15:05:45 +0000 2015,0,FALSE,5647,en,"{u'contributors': None, u'truncated': False, u'text': u""Knock knock!\nWho's there?\nFactory!\nFactory who?\nFactory workers!"", u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 686663894614564865, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">knock2 app</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'686663894614564865', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Mon Jan 11 21:40:04 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None}",TRUE,FALSE,FALSE,Knock Knock Bot,1
3010466439,3010466439,WeBustedGhosts,"New York, NY",Celebrating a century-long tradition of cinematic ghostbusting.,,79,1,10,Sun Feb 01 17:06:59 +0000 2015,0,FALSE,3615,en,"{u'contributors': None, u'truncated': False, u'text': u'Ghostbuster Hard (2014) starring Zoey Vargas, Rebel Wilson, Ashley Tisdale and Emmy Rossum (dir. Mark Waters)', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 840958070410829825, u'favorite_count': 1, u'source': u'<a href=""http://www.crummy.com/software/sycorax"" rel=""nofollow"">Sycorax</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 1, u'id_str': u'840958070410829825', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Mar 12 16:10:02 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",FALSE,FALSE,FALSE,Ghostbusters Past,1
64119853,64119853,IAM_SHAKESPEARE,Tweeting from the Grave,"The complete works of William Shakespeare line by all 112,000+ lines - every 10minutes. This is cycle #4.",https://t.co/nPakze8ytN,52957,710,1709,8/9/2009 5:41,29,FALSE,379275,en,"Status(in_reply_to_user_id=None, place=None, id_str='841315423442370560', coordinates=None, retweet_count=0, lang='en', source_url='http://saint-rebel.com/2009/08/09/the-complete-works-of-william-shakespeare-on-twitter/', in_reply_to_screen_name=None, in_reply_to_user_id_str=None, _json={'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, 'place': None, 'id_str': '841315423442370560', 'retweet_count': 0, 'lang': 'en', 'in_reply_to_screen_name': None, 'in_reply_to_user_id_str': None, 'is_quote_status': False, 'created_at': 'Mon Mar 13 15:50:02 +0000 2017', 'retweeted': False, 'favorite_count': 2, 'id': 841315423442370560, 'in_reply_to_status_id_str': None, 'truncated': False, 'geo': None, 'favorited': False, 'contributors': None, 'source': '<a href=""http://saint-rebel.com/2009/08/09/the-complete-works-of-william-shakespeare-on-twitter/"" rel=""nofollow"">IAM_SHAKESPEARE</a>', 'in_reply_to_status_id': None, 'text': 'the YORKISTS', 'coordinates': None, 'in_reply_to_user_id': None}, is_quote_status=False, in_reply_to_status_id_str=None, _api=<tweepy.api.API object at 0x0000021DA3D58518>, entities={'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, favorite_count=2, id=841315423442370560, created_at=datetime.datetime(2017, 3, 13, 15, 50, 2), truncated=False, geo=None, favorited=False, contributors=None, source='IAM_SHAKESPEARE', text='the YORKISTS', retweeted=False, in_reply_to_status_id=None)",FALSE,FALSE,FALSE,Willy Shakes,1
7.88E+17,7.88E+17,BrunoTSaraiva,"Lisbon, Portugal",Technology and culture Humor Music Entertainment,,6,43,0,10/18/2016 7:32,12,FALSE,2,en,"Status(contributors=None, truncated=False, text=u'AUBUEnterprise https://t.co/6yfv514CtQ via @Etsy https://t.co/3pULDxWEss', is_quote_status=False, in_reply_to_status_id=None, id=807169405293654016, favorite_count=1, _api=<tweepy.api.API object at 0x10caa8390>, source=u'Twitter for iPhone', _json={u'contributors': None, u'truncated': False, u'text': u'AUBUEnterprise https://t.co/6yfv514CtQ via @Etsy https://t.co/3pULDxWEss', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 807169405293654016, u'favorite_count': 1, u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 11522502, u'indices': [43, 48], u'id_str': u'11522502', u'screen_name': u'Etsy', u'name': u'Etsy'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/6yfv514CtQ', u'indices': [15, 38], u'expanded_url': u'https://www.etsy.com/shop/AUBUEnterprise', u'display_url': u'etsy.com/shop/AUBUEnter\u2026'}, {u'url': u'https://t.co/3pULDxWEss', u'indices': [49, 72], u'expanded_url': u'http://etsy.me/2haCYUY', u'display_url': u'etsy.me/2haCYUY'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 1, u'id_str': u'807169405293654016', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'es', u'created_at': u'Fri Dec 09 10:25:57 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None}, coordinates=None, entities={u'symbols': [], u'user_mentions': [{u'id': 11522502, u'indices': [43, 48], u'id_str': u'11522502', u'screen_name': u'Etsy', u'name': u'Etsy'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/6yfv514CtQ', u'indices': [15, 38], u'expanded_url': u'https://www.etsy.com/shop/AUBUEnterprise', u'display_url': u'etsy.com/shop/AUBUEnter\u2026'}, {u'url': u'https://t.co/3pULDxWEss', u'indices': [49, 72], u'expanded_url': u'http://etsy.me/2haCYUY', u'display_url': u'etsy.me/2haCYUY'}]}, in_reply_to_screen_name=None, id_str=u'807169405293654016', retweet_count=1, in_reply_to_user_id=None, favorited=False, source_url=u'http://twitter.com/download/iphone', geo=None, in_reply_to_user_id_str=None, possibly_sensitive=False, lang=u'es', created_at=datetime.datetime(2016, 12, 9, 10, 25, 57), in_reply_to_status_id_str=None, place=None, retweeted=False)",TRUE,FALSE,TRUE,Bruno Saraiva,1
3375946781,3375946781,TheAlotShepherd,"Alot, India","I have more than a thousand valuable Alots, known by their countless abilities. I created this account to help those people in need of an Alot.",,258,2883,3,Tue Jul 14 16:00:06 +0000 2015,90,FALSE,5401,es,"{'created_at': 'Mon Mar 13 22:00:57 +0000 2017', 'id': 841408768147623936, 'id_str': '841408768147623936', 'text': '.@NCKID75 You are welcome, fellow Alot lover! https://t.co/xjYtcRGAtl', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NCKID75', 'name': 'NCKID75', 'id': 47360924, 'id_str': '47360924', 'indices': [1, 9]}], 'urls': [], 'media': [{'id': 841408764876058625, 'id_str': '841408764876058625', 'indices': [46, 69], 'media_url': 'http://pbs.twimg.com/media/C61I0E1WcAE5Qji.png', 'media_url_https': 'https://pbs.twimg.com/media/C61I0E1WcAE5Qji.png', 'url': 'https://t.co/xjYtcRGAtl', 'display_url': 'pic.twitter.com/xjYtcRGAtl', 'expanded_url': 'https://twitter.com/TheAlotShepherd/status/841408768147623936/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 415, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 757, 'h': 462, 'resize': 'fit'}, 'medium': {'w': 757, 'h': 462, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 841408764876058625, 'id_str': '841408764876058625', 'indices': [46, 69], 'media_url': 'http://pbs.twimg.com/media/C61I0E1WcAE5Qji.png', 'media_url_https': 'https://pbs.twimg.com/media/C61I0E1WcAE5Qji.png', 'url': 'https://t.co/xjYtcRGAtl', 'display_url': 'pic.twitter.com/xjYtcRGAtl', 'expanded_url': 'https://twitter.com/TheAlotShepherd/status/841408768147623936/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 415, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 757, 'h': 462, 'resize': 'fit'}, 'medium': {'w': 757, 'h': 462, 'resize': 'fit'}}}]}, 'source': '<a href=""http://thealotshepherd.com"" rel=""nofollow"">TheAlotShepherd</a>', 'in_reply_to_status_id': 841408641118937089, 'in_reply_to_status_id_str': '841408641118937089', 'in_reply_to_user_id': 47360924, 'in_reply_to_user_id_str': '47360924', 'in_reply_to_screen_name': 'NCKID75', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",TRUE,FALSE,FALSE,The Alot Shepherd,1
7.81E+17,7.81E+17,xiehl16,"Port Saint John, United States","Pilot, business owner, husband, and father in Idaho.",,2,685,4,9/27/2016 2:31,164,FALSE,204,en,null,TRUE,FALSE,FALSE,xiehl16,1
3042707729,3042707729,fRIEND_ASKING,#botally,made by @mlvarner,,127,1,17,Tue Feb 17 15:11:09 +0000 2015,0,FALSE,2836,en,"{u'contributors': None, u'truncated': False, u'text': u'does anyone know how to make an invoice? asking for a friend', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 672852152847622144, u'favorite_count': 1, u'source': u'<a href=""http://slitscanned.com"" rel=""nofollow"">asKING PLEASE</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 1, u'id_str': u'672852152847622144', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Fri Dec 04 18:57:08 +0000 2015', u'in_reply_to_status_id_str': None, u'place': None}",TRUE,FALSE,FALSE,ASKING FOR A FRIEND,1
8.13E+17,8.13E+17,tomas_Sabo_,,,,38,69,14,Sun Dec 25 17:10:04 +0000 2016,446,FALSE,2957,es,"{'created_at': 'Mon Mar 13 09:39:09 +0000 2017', 'id': 841222089185075200, 'id_str': '841222089185075200', 'text': 'For more Free VIds visit https://t.co/X3n49Vcdjs\n#XXX\n#BigTits\n#Sex\n#Hot\n#porn\n#Pussy\n#ass\n#blowjob\n#PornLife https://t.co/FLPLMAQhwh', 'truncated': False, 'entities': {'hashtags': [{'text': 'XXX', 'indices': [49, 53]}, {'text': 'BigTits', 'indices': [54, 62]}, {'text': 'Sex', 'indices': [63, 67]}, {'text': 'Hot', 'indices': [68, 72]}, {'text': 'porn', 'indices': [73, 78]}, {'text': 'Pussy', 'indices': [79, 85]}, {'text': 'ass', 'indices': [86, 90]}, {'text': 'blowjob', 'indices': [91, 99]}, {'text': 'PornLife', 'indices': [100, 109]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/X3n49Vcdjs', 'expanded_url': 'http://bit.ly/2j0wYm2', 'display_url': 'bit.ly/2j0wYm2', 'indices': [25, 48]}], 'media': [{'id': 841222084634279936, 'id_str': '841222084634279936', 'indices': [110, 133], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/C6yfB2vXAAA6yae.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/C6yfB2vXAAA6yae.jpg', 'url': 'https://t.co/FLPLMAQhwh', 'display_url': 'pic.twitter.com/FLPLMAQhwh', 'expanded_url': 'https://twitter.com/tomas_Sabo_/status/841222089185075200/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 400, 'h': 222, 'resize': 'fit'}, 'small': {'w': 340, 'h': 189, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 400, 'h': 222, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 841222084634279936, 'id_str': '841222084634279936', 'indices': [110, 133], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/C6yfB2vXAAA6yae.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/C6yfB2vXAAA6yae.jpg', 'url': 'https://t.co/FLPLMAQhwh', 'display_url': 'pic.twitter.com/FLPLMAQhwh', 'expanded_url': 'https://twitter.com/tomas_Sabo_/status/841222089185075200/photo/1', 'type': 'animated_gif', 'sizes': {'large': {'w': 400, 'h': 222, 'resize': 'fit'}, 'small': {'w': 340, 'h': 189, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 400, 'h': 222, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [200, 111], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/C6yfB2vXAAA6yae.mp4'}]}}]}, 'source': '<a href=""https://postcron.com"" rel=""nofollow"">Postcron App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",TRUE,FALSE,FALSE,Thomas Sabo,1
1179268759,1179268759,EctoHime,EMOTICON ASCII ART ,SLIME! GHOSTS! FROGGS!,,248,231,46,Thu Feb 14 14:10:43 +0000 2013,56,FALSE,71111,de,"{'created_at': 'Mon Mar 13 20:29:18 +0000 2017', 'id': 841385702646456320, 'id_str': '841385702646456320', 'text': 'Froggy slime hime', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",TRUE,FALSE,FALSE,Lullaby,1
